FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
france_hospitals_point.257235915,257235915,hospital,Clinique Saint-Luc,,,,,,,,,,060780749,161,,,,,+33 4 92 26 15 15,,,,,,,,,,,,,,,,,way,6,2020-05-26T12:57:55Z,,POINT (810452.562637336 5422773.007550335),"SRID=3857;POLYGON((810377.428581236 5422713.6770219,810406.14900986 5422695.31599607,810426.943490741 5422718.52914473,810438.954863797 5422715.24818521,810436.450175254 5422695.51624196,810471.393363414 5422693.79104674,810483.850014434 5422706.57598325,810513.327415596 5422751.40041864,810514.162311777 5422754.019035,810514.585325842 5422762.27538321,810513.360811443 5422773.72029602,810511.134421628 5422776.78562502,810503.631487948 5422780.54412024,810499.089652724 5422784.57988322,810496.59609613 5422790.60272361,810495.738936051 5422795.56271277,810495.905915287 5422801.60096404,810495.215734444 5422812.59921757,810493.991220045 5422818.69909493,810489.716551599 5422830.71401667,810484.796230106 5422841.08075019,810478.09479676 5422849.58363688,810468.899806821 5422858.48703027,810466.306062685 5422862.41500067,810422.657690345 5422868.20683458,810414.442311925 5422763.5692892,810377.428581236 5422713.6770219))"
france_hospitals_point.32388820,32388820,hospital,Clinique des Cèdres,,,,,Capio,private,yes,,,380785956,365,,,,,+33 8 25 56 56 38,,+33 4 56 58 10 00,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,,way,6,2020-08-12T08:08:04Z,,POINT (637123.8666280842 5644803.43732496),"SRID=3857;POLYGON((637051.51199883 5644750.46450342,637175.922661741 5644725.96838946,637176.557182838 5644729.42498912,637170.378951099 5644730.60875644,637176.267752162 5644761.4656794,637182.445983901 5644760.29769164,637197.529774904 5644839.46866449,637183.336539828 5644845.64011528,637078.907725514 5644891.00277613,637058.213432176 5644784.87281738,637063.757142818 5644783.79952853,637057.690230569 5644752.80047654,637052.146519928 5644753.88954529,637051.51199883 5644750.46450342))"
france_hospitals_point.837360705,837360705,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,1,2020-08-15T12:45:20Z,,POINT (833319.0884041013 6253146.482615863),"SRID=3857;POLYGON((833190.476919923 6253112.63621491,833197.345332505 6253034.10764254,833239.446363923 6252973.79006984,833303.944876888 6252997.07761152,833340.368614276 6253046.34383555,833369.33394578 6253025.74710036,833482.879826389 6253112.41619849,833378.88515809 6253209.07165201,833431.138527069 6253256.84974209,833430.837964444 6253287.00948291,833263.936651897 6253324.63314857,833246.61533913 6253201.60793647,833190.476919923 6253112.63621491))"
france_hospitals_point.233206826,233206826,hospital,Clinique Esquirol Saint-Hilaire,,,,,Elsan,private,yes,,,470000027,365,,,,,+33 5 53 47 47 47,,+33 5 53 69 96 63,,,,,,,,,Q104873606,,,,,,way,9,2022-12-31T15:28:30Z,,POINT (70028.83636082723 5494258.407314169),"SRID=3857;POLYGON((69874.9104124654 5494459.06163675,69875.4558779703 5494449.88678184,69875.0106000072 5494403.99712107,69899.3339087455 5494387.6656735,69899.8459784031 5494229.69302361,69899.9239020467 5494220.09925358,69899.9461659449 5494217.72409848,69900.391443908 5494181.77084553,69934.4440761417 5494184.70484922,69940.3106133065 5494098.76532136,69952.310854414 5494100.41083219,69959.3796420794 5494102.58414885,69978.0701845836 5494105.50260345,69979.1277197461 5494083.28821975,69981.075810835 5494083.78497686,70063.2407269895 5494104.95927407,70071.2334664285 5494107.0239259,70077.5118857092 5494108.63839082,70113.5237409808 5494118.83746905,70129.3311086735 5494100.76787704,70141.1309746976 5494110.51675902,70146.1848795796 5494120.93317146,70218.097270632 5494159.71151457,70174.8830443061 5494243.4937881,70161.6916846471 5494269.68269763,70048.5576861539 5494445.74179965,70013.7146855356 5494427.93547426,69990.8941899229 5494411.32454808,69966.7378604208 5494440.02886846,69939.6204324636 5494414.0568105,69930.4811022694 5494420.56146125,69874.9104124654 5494459.06163675))"
france_hospitals_point.1122682892,1122682892,hospital,Polyclinique du Val de Lys,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,way,2,2022-12-31T20:27:59Z,,POINT (350424.6302303882 6572712.768760796),"SRID=3857;POLYGON((350309.5244655 6572734.74864384,350316.938343587 6572729.70183804,350340.615999278 6572713.89322248,350345.358209586 6572710.72798608,350350.746072941 6572707.10555036,350355.020741387 6572704.27442452,350360.865014654 6572700.4585608,350366.364197499 6572696.76579113,350375.692770827 6572690.68151711,350372.241866613 6572669.5096853,350395.218209513 6572661.96591452,350373.399589317 6572632.44152606,350383.073253067 6572625.54841427,350373.399589317 6572609.47623213,350402.26473328 6572601.10604904,350416.613815643 6572594.17779467,350423.092610007 6572590.74883845,350420.710372904 6572586.26482092,350411.248216187 6572570.6674927,350396.776682384 6572546.47147037,350407.006943588 6572539.15640783,350465.839294472 6572639.77425591,350490.852784053 6572631.84365389,350494.236896573 6572630.29622024,350510.945952141 6572743.57616523,350518.159455145 6572789.98235458,350357.503166032 6572815.12867475,350356.033748753 6572806.12522822,350356.067144601 6572798.91544415,350309.5244655 6572734.74864384))"
france_hospitals_point.237567843,237567843,hospital,Hopital Local,,,,,,,,,,490000494,,,,,,,,,,,,,,,,,Q92063299,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,way,4,2022-08-18T20:49:33Z,,POINT (-47945.98246268567 5980344.153049591),"SRID=3857;POLYGON((-48021.235709333 5980362.11517842,-48016.5602907197 5980359.81994857,-48018.8980000264 5980354.90160095,-48008.1000094194 5980349.32747701,-48005.650980622 5980354.24582148,-47986.3927087147 5980344.57307999,-47982.9418045001 5980351.45875927,-47979.4909002855 5980350.63903526,-47981.0493731566 5980342.93363336,-47971.5872164392 5980341.29418702,-47970.5853410221 5980346.37647166,-47964.7967275008 5980345.06491405,-47965.5759639364 5980340.80235319,-47948.3214428634 5980337.35951709,-47947.3195674463 5980342.44179943,-47944.8705386488 5980341.94996552,-47926.3915031771 5980331.45751553,-47921.2708066007 5980322.76846498,-47928.9518514654 5980309.48898941,-47928.617892993 5980308.01349338,-47926.2801836864 5980306.70194156,-47895.1107262642 5980288.66812414,-47885.2032915836 5980306.37405364,-47902.5691321474 5980316.37464088,-47898.5616304788 5980323.58818636,-47900.0087838591 5980324.40790781,-47897.8937135341 5980328.17862751,-47897.1144770985 5980332.27723773,-47897.2257965893 5980335.06429379,-47898.0050330249 5980337.52346164,-47899.8974643683 5980338.99896268,-47901.3446177487 5980339.81868559,-47904.7955219633 5980340.80235319,-47904.4615634909 5980343.58941198,-47914.7029566439 5980344.24519064,-47914.9255956254 5980341.94996552,-47917.8199023861 5980342.11391015,-47919.0444167848 5980342.93363336,-47916.4840684965 5980347.36014,-47934.7404649866 5980357.85260919,-47938.5253276736 5980351.45875927,-47945.2044971212 5980352.77031784,-47944.4252606857 5980357.03288458,-47939.4158836 5980382.60832891,-47946.3176920291 5980383.91989219,-47966.9117978259 5980388.18247421,-47972.1438138932 5980362.11517842,-47968.470270697 5980361.4593984,-47969.2495071326 5980357.03288458,-47978.2663858868 5980358.83627883,-47977.3758299605 5980359.98389354,-47997.8586162664 5980371.13215868,-48001.309520481 5980366.04985956,-48004.6491052048 5980368.34509105,-48006.5415365483 5980373.59133674,-48008.322648401 5980374.41106291,-48010.6603577077 5980373.59133674,-48011.3282746524 5980372.11582982,-48011.1056356708 5980370.80426832,-48016.0036932657 5980373.26344629,-48021.235709333 5980362.11517842))"
france_hospitals_point.258500820,258500820,hospital,Centre hospitalier Lyon-Sud,CHLS,,,,Hospices Civils de Lyon,public,yes,,,690784137,101,,,,,+33 8 25 08 25 69,,+33 4 78 86 56 66,,,,,165,Chemin du Grand Revoyet,,,Q2945675,,,24/7,,,way,26,2022-08-18T20:49:33Z,,POINT (535296.6394332419 5732755.450184248),"SRID=3857;POLYGON((534882.327501477 5732673.12168748,534885.466711117 5732639.68099391,534970.859892505 5732446.94518109,534976.949068651 5732435.1184914,534991.498526098 5732406.90664,535024.014949359 5732343.78892301,535035.658968095 5732324.96526618,535047.892980134 5732311.83176455,535075.366630461 5732283.31746902,535088.825156898 5732269.5942995,535098.654667935 5732264.20704477,535145.653756948 5732265.97623162,535188.823455478 5732270.18402877,535279.003374969 5732295.27146666,535316.028237607 5732307.91084427,535370.65271174 5732326.54320032,535376.474721108 5732328.16895094,535391.302477282 5732333.6518768,535398.471452489 5732335.86736233,535406.052309812 5732341.84439438,535414.924473228 5732352.30022544,535421.648170472 5732377.43571095,535471.586094042 5732422.46299447,535498.458619119 5732450.53144454,535515.034091298 5732475.7628411,535527.423950624 5732533.52595348,535549.242570819 5732601.25144812,535543.576408738 5732614.68822194,535545.090353813 5732619.9481745,535545.546763725 5732621.52616087,535546.147888975 5732622.97663344,535548.051452268 5732622.8331801,535557.45794924 5732627.75841282,535578.118846731 5732690.59123221,535591.43265783 5732711.40808844,535692.27698454 5732877.1636428,535710.277346201 5732918.5751185,535740.901338118 5733018.19935686,535719.706107071 5733138.30781943,535556.545129415 5733147.64877103,535460.008866999 5733151.5700608,535383.755015806 5733156.43182489,535385.747634691 5733225.24599662,535386.215176552 5733231.20768487,535385.28009283 5733233.93348484,535381.450702347 5733258.13097376,535380.025812864 5733267.2648256,535378.62318728 5733269.91093451,535375.996047298 5733271.85566566,535364.385424408 5733260.63361635,535354.07723956 5733262.48270305,535203.751399193 5733161.89932015,535153.345933762 5733129.84358677,535106.124205768 5733099.79642273,535163.743174202 5732996.18628929,535171.357427372 5732981.88818547,535168.674627644 5732974.69929244,535038.62006655 5732938.49987707,534932.643911315 5732906.31742916,534941.605130324 5732862.41941866,534882.327501477 5732673.12168748))"
france_hospitals_point.404957709,404957709,hospital,Centre de Jour Marie Noël pour Enfants,,,,,,,,,,600106025,292,,,,,,,,,,,,,,,,,,,,,,way,2,2020-03-31T15:24:43Z,,POINT (311493.5903252185 6343829.183046845),"SRID=3857;POLYGON((311437.337141841 6343808.70663514,311520.092051297 6343779.41893331,311548.144562977 6343850.43152224,311469.786773407 6343879.17203244,311452.621307927 6343842.28839557,311437.337141841 6343808.70663514))"
france_hospitals_point.158470407,158470407,hospital,Hôpital de Chevilly-Larue,,,,,,,,,,940000656,,,,,,+33 1 42 11 42 11,,,,,,,24,Rue Albert Thuret,,94550,Q91994389,,,,,,way,8,2022-08-18T20:49:22Z,,POINT (259964.07961470637 6236130.4532003375),"SRID=3857;POLYGON((259801.880392974 6236057.48864342,259887.318102157 6236015.80345609,259895.310841596 6236032.55857969,259928.806876376 6236016.3270532,259978.021223256 6235992.49497226,260022.805054402 6235970.79111557,260070.672435443 6236085.98264747,260106.328068344 6236178.55926335,260114.754953797 6236198.92929478,260119.986969864 6236211.02296842,259920.012636603 6236284.4805829,259915.760232055 6236283.95696924,259886.583393518 6236229.72090282,259858.987291751 6236176.43105394,259856.081853041 6236171.12742328,259801.92492077 6236057.79266904,259801.880392974 6236057.48864342))"
france_hospitals_point.6737257396,6737257396,hospital,Hôpital de jour pour Patients Alcooliques,,,,,,,,,,110006996,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,node,1,2019-08-22T22:41:06Z,,POINT (333599.74532073934 5340322.268231677),
france_hospitals_point.668150058,668150058,hospital,Centre hospitalier Saint-Esprit,,,,,Etat,public,yes,,,470000423,355,,,,,+33 5 53 69 70 71,,+33 5 53 69 78 10,,,,,,,,,,,,,,,way,8,2022-03-25T19:42:26Z,intensive;general;paediatrics;orthopaedics;gynaecology,POINT (70681.69505227171 5499109.809570183),"SRID=3857;POLYGON((70375.6588779008 5499132.71148366,70534.6342427027 5499089.85816152,70515.0976720685 5498988.65118509,70473.9317243731 5498963.78451036,70519.5727155984 5498755.53458802,70558.9130236447 5498764.34100349,70549.8070892978 5498813.82482903,70604.2979800411 5498816.96223063,70605.5670222362 5498810.25254138,70660.9596008549 5498813.23462489,70660.9596008549 5498808.31108129,70729.3320321001 5498812.33378706,70732.4712417405 5498812.95505451,70802.7806321255 5498826.96464689,70877.1309200264 5498863.09147748,70962.9693793771 5498906.82905232,70982.183123488 5498926.33707219,71001.7530899694 5498939.5236474,71019.4528890056 5498947.84875062,71038.6666331165 5498961.33046368,70975.0698080263 5499027.62101932,70952.0712012284 5499065.82994587,70943.1211141686 5499112.11576989,70940.1266198663 5499143.45979313,70933.2582072843 5499162.2693651,70921.9147511725 5499176.60567095,70905.1945636553 5499185.86292914,70842.7888571166 5499203.18148262,70815.3263387379 5499214.2249899,70806.9662449794 5499229.15160814,70799.4967071471 5499250.35335022,70797.4039007202 5499307.38861022,70797.0365464006 5499385.61074893,70700.967825846 5499394.27797703,70706.7787032654 5499429.92553384,70705.03098726 5499436.48035026,70696.7933449413 5499441.23337173,70674.6741621206 5499452.58782193,70667.6387703025 5499455.18179543,70648.4138942425 5499462.0938841,70596.9063658525 5499482.3486639,70518.3593331487 5499507.23228148,70508.0845441485 5499482.50399214,70500.0250130151 5499431.89819137,70493.1566004331 5499408.00887135,70486.4774309855 5499389.3230553,70483.5385964286 5499380.65583189,70481.212019071 5499354.26589578,70483.7834993083 5499324.13268927,70485.3864999757 5499300.52323602,70479.8650532324 5499280.51737859,70469.8685629592 5499266.74007832,70416.0455891606 5499228.26626173,70397.154671573 5499202.43592986,70384.1748189465 5499176.4503479,70375.6588779008 5499132.71148366))"
france_hospitals_point.90599333,90599333,hospital,Espace Georges Canguilhem,,,,,Centre Hospitalier de Vichy,,,,,030785869,355,,26030026400124,,,+33470984258,,,,,,,24,Rue Bintot,Vichy,03200,,,Centre médico-psychologique Vichy-Ouest et Vichy-Est / Centre de post-cure Vichy-Ouest,,survey,,way,7,2021-11-14T12:34:26Z,,POINT (380996.87452925753 5800930.056052348),"SRID=3857;POLYGON((380980.159249372 5800907.41668246,380980.938485807 5800907.25605937,380987.061057801 5800906.61356704,380986.615779838 5800902.27674504,381001.198633132 5800900.67051522,381002.979744984 5800915.44784064,380993.183629795 5800916.41158011,380992.960990813 5800918.0178128,380992.51571285 5800918.82092925,380992.293073868 5800919.30279916,380992.627032341 5800921.87277244,380994.185505212 5800923.47900612,380994.742102666 5800927.65521504,380993.517588267 5800929.26144977,380993.740227249 5800931.34955536,380994.185505212 5800934.56202645,381004.760856837 5800933.27703787,381004.426898365 5800930.38581426,381011.662665266 5800929.58269676,381011.996623739 5800932.63454365,381019.009751659 5800931.83142595,381020.011627076 5800940.66572473,381021.013502493 5800947.73317011,380984.945987476 5800951.58814269,380983.387514605 5800936.97138053,380980.159249372 5800907.41668246))"
france_hospitals_point.153966206,153966206,hospital,Clinique Saint-Jean,,,,,,,,,yes,500000203,292,,90618004700019,,,+33233067878,,+33233067979,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,6,2020-07-21T12:22:41Z,,POINT (-118971.89202072944 6294406.073466843),"SRID=3857;POLYGON((-119060.5034677 6294374.78357166,-118955.618243474 6294341.21149348,-118923.714077413 6294344.81699902,-118900.682074768 6294355.63352488,-118890.14011899 6294378.95032827,-118887.078832993 6294405.85572051,-118895.127232177 6294430.00601923,-118914.830782048 6294450.80594461,-119011.389308362 6294474.66724676,-119034.977908461 6294469.39496464,-119060.5034677 6294374.78357166))"
france_hospitals_point.-6058653,-6058653,hospital,CH des Deux Rives,,,,,,,,,,820000461,,,,,,,,,,,,,52,Boulevard Victor Guilhem,,,Q92063207,,,,,,way,4,2022-08-18T20:49:53Z,,POINT (98794.19130471881 5482508.39757714),"SRID=3857;POLYGON((98739.3419304202 5482466.63812501,98751.8208453381 5482460.90165448,98753.6464849871 5482464.94819143,98793.3764112513 5482448.31243986,98791.9181259219 5482444.91707583,98804.5194922797 5482439.1806189,98814.816545178 5482463.81640122,98790.9496463519 5482472.73119088,98794.0888559923 5482480.68474097,98792.1407649035 5482481.39792514,98799.8997334117 5482499.64615628,98815.2172953449 5482493.21198397,98833.7408586129 5482537.64662509,98817.2433100773 5482544.68548892,98819.4029081987 5482550.70108607,98816.8091640632 5482551.77087052,98821.963256487 5482564.0191361,98824.913222993 5482560.93381196,98826.8167862856 5482557.01126569,98827.2731961978 5482552.54607671,98826.03754985 5482548.11189815,98835.3215953822 5482544.00330804,98836.5906375772 5482548.34445991,98836.701957068 5482555.49186086,98835.5887621601 5482561.41444028,98832.627663705 5482566.8253866,98829.2880789812 5482570.84096201,98826.2045290862 5482573.46116467,98826.5162236604 5482574.26738102,98818.9242343883 5482577.52325549,98818.5902759159 5482577.04262633,98814.1597601824 5482577.87985133,98809.0167997077 5482577.56976799,98804.007422622 5482575.89531811,98800.3227474767 5482574.03481861,98796.4933569935 5482570.82545785,98793.3875432003 5482567.47656087,98791.6843549912 5482565.27497185,98790.2372016109 5482562.87182952,98799.5991707866 5482558.88726587,98801.2133034031 5482561.63149823,98803.4285612699 5482564.36022728,98805.6772149839 5482565.86412943,98808.0149242906 5482566.96492394,98811.6995994358 5482567.44555257,98814.7274895854 5482567.52307332,98809.5956610598 5482555.0887535,98806.2672082851 5482556.18954672,98804.0853462656 5482550.37549953,98786.8308251926 5482557.56941446,98768.1402826884 5482513.02614833,98784.3372685988 5482506.2818857,98776.8565988175 5482488.04914536,98775.0198272194 5482488.68481002,98771.4242076668 5482480.77776499,98764.0659893254 5482483.86306214,98764.4444755941 5482484.82431071,98749.0044622211 5482490.8553726,98739.3419304202 5482466.63812501),(98789.9032431385 5482518.29752948,98796.8050515677 5482534.73185487,98813.3916556959 5482527.91005584,98806.3785277759 5482511.16566159,98789.9032431385 5482518.29752948))"
france_hospitals_point.4416374303,4416374303,hospital,Clinique Port-Royal,,,,,,,,,,750038739,109,,,,,,,,,,,,,,,,,,,,,,node,2,2020-04-10T07:24:27Z,,POINT (260482.72153061436 6247000.805854052),
france_hospitals_point.1336001616,1336001616,hospital,Hôpital de Jour MGEN,,,,,,,,,,760780288,161,,,,,,,,,,,,,,,,,,,,,,node,3,2020-04-10T12:37:44Z,,POINT (121231.48957299744 6351303.590432621),
france_hospitals_point.212105881,212105881,hospital,Hôpital privé de Marne-Chantereine,,,,,Ramsay Santé,private,yes,,,770300010,365,,74695129200018,,,+33 1 64 72 74 00,,+33 1 64 21 03 70,,,,,,,Brou-sur-Chantereine,77177,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,9,2020-12-22T10:48:30Z,intensive,POINT (292776.6158693178 6255473.600503027),"SRID=3857;POLYGON((292676.663358451 6255464.58292905,292732.41215944 6255395.63122269,292738.21190491 6255388.23329492,292739.403023462 6255386.57426395,292752.149105157 6255368.78202368,292801.93118144 6255357.37198633,292841.538656264 6255513.32178063,292842.139781515 6255515.0824113,292857.179044721 6255568.8664687,292782.171971824 6255590.14656309,292775.44827458 6255565.42983158,292765.151221682 6255557.62545395,292755.455294034 6255550.27817226,292753.395883454 6255548.70375558,292764.672547872 6255534.56787704,292676.663358451 6255464.58292905))"
france_hospitals_point.165616167,165616167,hospital,Hôpital François Mitterrand,,,Bocage central,Hôpital du Bocage,CHU Dijon Bourgogne,public,yes,,,210987558,101,,,,,+33 3 80 29 30 31,,+33 3 80 29 34 21,,,,,,,,,Q2945762,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012 / Connaissance locale,,way,19,2021-12-07T09:06:01Z,intensive,POINT (564372.9169430104 5994591.504323338),"SRID=3857;POLYGON((563879.696755337 5994727.62244521,563881.221832361 5994653.42974392,563883.503881922 5994640.70308269,563884.98443115 5994631.95043489,563886.286869192 5994594.21397945,563889.715509508 5994593.44217376,563890.127391624 5994589.5174608,563892.843587199 5994532.15773709,563896.895616664 5994520.77779691,563902.39479951 5994515.90068426,563956.262301104 5994516.01563301,564032.560680094 5994516.19626676,564064.887860221 5994508.33049126,564091.548878266 5994501.84410556,564101.011034983 5994500.33335313,564148.822756279 5994492.68106768,564217.039340237 5994481.77739365,564218.386306075 5994481.62960298,564282.684443958 5994494.43813692,564373.309641412 5994497.82090673,564404.846453154 5994453.28668355,564407.42906534 5994452.74478623,564409.187913295 5994380.11442974,564376.259607918 5994370.82015263,564359.750927434 5994281.83534268,564581.577276738 5994242.42549517,564719.836084303 5994231.4564528,564746.597289889 5994257.02353864,564756.415668977 5994266.41621852,564747.265206834 5994364.44881647,564728.719379668 5994563.19401346,564722.440960387 5994630.42323834,564716.652346866 5994685.13973848,564713.535401124 5994714.63292912,564709.661482844 5994751.31891975,564718.021576603 5994810.01025871,564702.9377856 5994827.76225001,564661.994476887 5994829.1745284,564532.541041043 5994833.67411457,564253.719112453 5994828.09068682,564199.161430015 5994827.00684539,564196.723533167 5994826.95757987,563926.116982998 5994821.55479656,563924.424926738 5994821.5219529,563905.133258983 5994821.12782903,563894.680358798 5994818.81235161,563881.611450578 5994802.83393211,563880.286748638 5994776.55910275,563880.286748638 5994773.27475468,563880.587311263 5994770.4337946,563880.832214143 5994758.85648135,563879.696755337 5994727.62244521))"
france_hospitals_point.788909370,788909370,hospital,Centre de rééducation et de réadaptation d’Alsace du Nord (CERRAN),,,,,,,,,,670780550,109,,,,,,,,,,,,12,Route de Haguenau,Morsbronn-les-Bains,67360,,,,,,,way,1,2020-04-07T14:15:25Z,rheumatology,POINT (862399.8225585419 6259032.120305898),"SRID=3857;POLYGON((862195.939100764 6258935.57873515,862238.340694807 6258881.84102471,862311.499864156 6258933.80045689,862332.695095203 6258926.33169228,862426.448370349 6258826.00362024,862493.329120418 6258969.62013387,862563.204364789 6259118.3199884,862590.967445793 6259194.4492281,862511.251558435 6259192.67089545,862354.792014126 6259155.93570734,862262.830982781 6259087.86848427,862272.682757716 6259024.56086919,862195.939100764 6258935.57873515))"
france_hospitals_point.949659394,949659394,hospital,Centre hospitalier Jules Doitteau,,,,,,,no,,,530000611,106,,,,,,,,,,,,,,,,Q92062862,,,,,,way,2,2022-08-18T20:49:48Z,,POINT (-31496.6103355392 6163884.1341061415),"SRID=3857;POLYGON((-31610.9282587046 6163867.36158604,-31605.5515272992 6163839.29262917,-31567.9366713602 6163764.64908016,-31526.4367651925 6163714.49072359,-31454.4798463437 6163730.01549896,-31441.6335771062 6163738.37242856,-31424.0228336627 6163759.57461533,-31415.9521705801 6163793.90686196,-31404.0187211671 6163881.09464151,-31409.6848832485 6163905.57972938,-31415.0616146538 6163937.23292241,-31419.2472275076 6163989.18460791,-31422.531152486 6164051.88880414,-31429.9895583692 6164059.94458496,-31541.954702209 6164043.51481967,-31558.084896425 6163959.92615685,-31562.86050258 6163939.91256319,-31572.111152265 6163936.32854384,-31598.0931214161 6163898.41172101,-31610.9282587046 6163867.36158604))"
france_hospitals_point.-13061883,-13061883,hospital,Établissement public de santé mentale de l'Aisne,,,,,,,,,,020000543,292,,,,,,,,,,,,,,,,Q60857561,,,,,,way,3,2022-12-09T15:23:39Z,psychiatry,POINT (379572.3126002281 6368056.895337093),"SRID=3857;MULTIPOLYGON(((379030.821382193 6368153.04957332,379131.69910475 6368120.26253807,379168.423404762 6368115.92182559,379166.597765113 6368109.55659514,379154.141114093 6368066.01237208,379170.716586273 6368050.14229186,379278.061971245 6368055.16924375,379317.624918272 6368066.08099951,379433.619827679 6368110.26003008,379471.835808868 6368082.19130641,379456.317871852 6368024.56150149,379488.110718422 6367984.41474442,379497.361368107 6367977.26040662,379502.559988327 6367973.3143716,379502.459800786 6367961.27039792,379502.482064684 6367948.79752604,379503.094321883 6367931.16053945,379503.261301119 6367924.5724139,379504.018273657 6367905.35707728,379521.851656082 6367397.24750246,379522.374857689 6367392.5125883,379526.326699612 6367389.30451392,379537.981850298 6367389.83633365,379566.334924603 6367390.81419583,379595.712138223 6367391.94645744,379612.766284213 6367392.68414312,379627.694227928 6367393.23311854,379630.388159605 6367393.33605144,379631.05607655 6367392.20378964,379641.598032328 6367396.01230721,379661.290450249 6367403.11468242,379663.605895658 6367402.42846233,379665.175500478 6367401.09033332,379666.066056404 6367398.86011877,379666.066056404 6367396.321106,379697.491548655 6367395.27462124,379715.180215742 6367399.97522597,379716.683028868 6367400.64429036,379758.182935036 6367409.15342163,379767.589432008 6367411.17777268,379776.472727373 6367413.1849687,379785.523001975 6367415.43234259,379811.44931138 6367421.31669081,379821.701836483 6367426.1717101,379826.366123147 6367432.98246627,379828.38100593 6367435.84744596,379828.536853217 6367439.48442758,379829.149110417 6367448.42248816,379827.913464069 6367454.34117076,379824.963497563 6367469.24940718,379824.117469433 6367474.08729858,379823.037670372 6367480.31480119,379821.111843181 6367488.87548038,379818.941113111 6367500.57566126,379818.339987861 6367503.68084397,379815.579264489 6367517.69706975,379806.807288614 6367561.27275616,379801.66432814 6367588.08735608,379796.398916225 6367614.43883152,379793.482345567 6367629.67331604,379780.970034801 6367683.18294676,379777.752901517 6367704.85109895,379776.372539832 6367712.94879173,379776.250088392 6367717.460857,379772.454093756 6367759.92242665,379771.240711306 6367777.23308385,379771.095995968 6367783.78678103,379770.962412579 6367792.79383395,379771.964287996 6367799.10735491,379772.409565959 6367827.22659976,379775.270476873 6367858.24537587,379782.472847927 6367911.3447087,379786.480349596 6367929.42772467,379813.26381908 6368031.50999819,379817.471695832 6368055.34081213,379845.869297934 6368155.98342731,379827.223283226 6368227.51144843,379806.228427262 6368313.67530094,379800.027931625 6368342.55119878,379798.75888943 6368342.72277304,379798.847945023 6368344.0095801,379797.857201555 6368344.04389495,379797.66795842 6368342.98013443,379792.135379728 6368341.76195723,379671.309204421 6368335.39655529,379627.894603011 6368342.84287502,379575.897268862 6368376.11119077,379518.500939409 6368438.17007801,379498.752861742 6368458.51904182,379476.644810871 6368477.35817714,379443.749901341 6368495.37378331,379428.77742983 6368487.85869717,379420.606579205 6368504.94780692,379337.283940347 6368541.61401639,379320.218662408 6368526.3435587,379313.739868044 6368523.42673287,379318.893960467 6368511.89670187,379335.413772901 6368469.62005723,379349.495688487 6368431.99333655,379380.743069552 6368376.23129324,379378.015742028 6368373.84640181,379308.296344944 6368311.65073192,379232.53229951 6368351.59316704,379203.266405381 6368328.89389899,379208.643136786 6368243.50196504,379192.691053755 6368188.10147498,379055.578836945 6368231.21740236,379030.821382193 6368153.04957332)),((379200.060404046 6368683.3389173,379268.755661814 6368612.01290189,379275.08974084 6368611.99574391,379272.841087126 6368623.2857006,379240.302399967 6368673.81616423,379257.902011462 6368659.33473707,379325.161247799 6368609.45636365,379330.382131917 6368598.71547998,379381.410986497 6368562.51228335,379388.034496199 6368556.02660871,379411.834603331 6368540.00118022,379430.836840409 6368528.38533738,379453.401301193 6368510.64418457,379481.910222785 6368495.33946783,379445.809311921 6368575.6552267,379432.417577179 6368604.22318379,379424.602948925 6368604.12023602,379390.628240335 6368679.61560535,379333.042667747 6368771.80666835,379244.543672567 6368719.52547763,379200.060404046 6368683.3389173)),((379834.993383683 6368347.40675168,379852.047529673 6368334.69310146,379863.56909697 6368323.35206133,379876.103671633 6368304.63337359,379880.845881941 6368291.01045022,379885.098286489 6368269.5809846,379881.736437867 6368242.64410393,379876.526685698 6368214.35189381,379877.172338745 6368206.04783086,379889.038996463 6368201.39824549,379951.823189271 6368249.40405183,380002.072807415 6368283.68427767,380057.888400099 6368327.36689072,380082.345292226 6368347.2694922,379992.666310443 6368462.55109363,379834.993383683 6368347.40675168)))"
