code_id;nom_du_jardin;adresse;code_postal;ville;region;departement;coordonnees_x;coordonnees_y;descriptif;site_web;facebook;twitter;instagram;dailymotion;tag_annee_de_labellisation;tag_jardin_remarquable;tag_maison_des_illustres;tag_monument_historique;tag_protection_site;tag_tourisme_et_handicap;tag_musee_de_france;tag_architecture_contemporaine_remarquable;tag_vpah;tag_patrimoine_mondial_de_lunesco;tag_jardin_prive;tag_jardin_contemporain;tag_parc_paysager;tag_jardin_regulier;tag_jardin_de_collection;tag_jardin_public;tag_jardin_vivrier;tag_jardin_inspiration_medievale;coordonnees_geographiques
MHR_44_JR0008;Jardin botanique de l'université Louis Pasteur;28 rue Goethe;67000;Strasbourg;Grand-Est;Bas-Rhin;48.58442186;7.766754627;Le jardin botanique de l'Université de Strasbourg a été créé en 1619. Son emplacement actuel date de 1884. Il est riche de plus de 6000 espèces. Les collections sont réparties sur 3,5 hectares de jardin. Ensemble de serres, dont une est classée aux Monuments historiques. Autant de centres d'intérêt qui révèlent au visiteur l'infinie richesse du monde végétal.;http://www.jardin-botanique.unistra.fr;;;;;labellisee-en-2006;jardin-remarquable;;monument-historique;;;;;;;;;;;jardin-de-collection;jardin-public;;;48.58442186,7.766754627
MHR_44_JR0012;Parc de Wesserling;rue du parc;68470;Husseren-Wesserling;Grand-Est;Haut-Rhin;47.88530518;6.998848915;"Les cinq jardins remarquables de Wesserling se distinguent par des ambiances variées et un patrimoine arboré de qualité :
 - le potager aux motifs textiles, riche en couleurs, arômes et saveurs;
 - le jardin régulier, dit ""à la française"", aux formes géométriques;
 - les terrasses méditerranéennes exotiques et parfumées;
 - le parc ""à l'anglaise"" mystérieux et romantique;
 - le parc rural au calme paisible et au charme discret.";http://www.parc-wesserling.fr/;;;https://www.instagram.com/parcwesserling/;;labellisee-en-2006;jardin-remarquable;;monument-historique;;;;;;;;jardin-contemporain;parc-paysager;jardin-regulier;;jardin-public;jardin-vivrier;;47.88530518,6.998848915
MHR_44_JR0022;Le jardin de mon moulin;Moulin de la Mazelle;52300;Thonnance-les-Joinville;Grand-Est;Haute-Marne;48.45895043;5.180511028;Ensemble de jardins à thèmes occupant plus de 8000 m2. Les compositions mettent à profit l’eau et se colorent de nombreuses vivaces, 700 variétés de pivoines, …. ou de légumes variés dont l’exubérance est contenue par des plessés d’esprit médiéval.;http://www.lesjardinsdemonmoulins.fr;;;;;labellisee-en-2008;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;;48.45895043,5.180511028
MHR_44_JR0034;Jardin d'eau de l’Aubepré;3, rue Saint-Florentin;54115;Gélaucourt;Grand-Est;Meurthe-et-Moselle;48.45355616;5.990413427;Le jardin d'eau de 8000 m2 constitue un patrimoine paysager unique, labellisé Jardin Remarquable. Créé en 1999 par Michel Capdevielle, Lionel Gonzalez et Raphaël Arnoult, il offre une large variété d'arbres, arbustes, vivaces et essences botaniques intégrée dans un environnement végétal naturel et regroupe une estimable collection de plantes de milieux humides habilement mise en scène.;https://www.parcsetjardins.fr/jardins/1441-jardin-d-eau-de-l-aubepre;;;;;labellisee-en-2011;jardin-remarquable;;;;;;;;;;jardin-contemporain;;;jardin-de-collection;jardin-public;;;48.45355616,5.990413427
MHR_44_JR0041;Jardin des Prairiales;Château de la Grange;57100;Manom;Grand-Est;Moselle;49.37659098;6.167036891;"Franck Neau a réalisé, au château de la Grange, un jardin contemporain qui reprend exactement l'emprise de celui qui existait au XVIIIe siècle. Les buis mélangés aux lys, les grandes fleurs de prairies émerveillent le visiteur. La visite du jardin peut être complétée par celle du château. Le jardin des Prairiales est labellisé ""jardin remarquable"" depuis décembre 2013.";http://www.chateaudelagrange.com;;;;;labellisee-en-2013;jardin-remarquable;;;protection-site;;;;;;jardin-prive;jardin-contemporain;;;;;;;49.37659098,6.167036891
MHR_44_JR0047;Jardin d'altitude du Haut-Chitelet;col de la Schlucht;88400;Xonrupt-Longemer;Grand-Est;Vosges;48.0637909;7.022873461;Dans un cadre naturel, à 1 228 m d'altitude, le jardin du Chitelet présente plus de 250 plantes alpines des différentes régions montagneuses du monde. Une partie de la tourbière et de la hêtraie d'altitude est aménagée et permet la découverte de ces deux milieux originaux.;http://www.jardinbotaniquedenancy.eu;https://www.facebook.com/jardinbotanancy/;https://twitter.com/JardinBotaNancy;https://www.instagram.com/jardinbotanancy/;https://www.youtube.com/channel/UCq3lR4cdgkEwhFiwQonaEGg;labellisee-en-2004;jardin-remarquable;;;;;;;;;;;;;jardin-de-collection;jardin-public;;;48.0637909,7.022873461
MHR_24_JR0003;Parc floral d'Apremont-sur-Allier;Le Bourg;18150;Apremont-sur-Allier;Centre-Val de Loire;Cher;46.90518691;3.047799468;"Sur la rive de l'Allier, au cœur d'un village médiéval classé parmi les ""plus beaux villages de France"", le Parc Floral d'Apremont offre la particularité d'être à la fois un arboretum, un jardin botanique et un lieu de rêve.
 Une pergola couverte de glycines, séquoias, érables, topiaires, charmes taillés, plans d'eau mettent en valeur les trois ""fabriques"" dans l'esprit du XVIIIe siècle.";http://www.apremont-sur-allier.com;;;;;labellisee-en-2004;jardin-remarquable;;;protection-site;tourisme-et-handicap;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;46.90518691,3.047799468
MHR_24_JR0006;Jardin du Prieuré Notre-Dame d'Orsan;Orsan;18170;Maisonnais;Centre-Val de Loire;Cher;46.67648811;2.219259739;Un jardin utilitaire et symbolique d'inspiration monastique médiévale composé de clos (3 hectares).;http://www.prieuredorsan.com;;;;;labellisee-en-2004;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;jardin-inspiration-medievale;46.67648811,2.219259739
MHR_24_JR0010;Jardin du domaine de George Sand;Domaine de George Sand;36400;Nohant-Vic;Centre-Val de Loire;Indre;46.62509699;1.975049973;Ce jardin d'écrivain où flotte toujours la présence poétique de George Sand et de ses hôtes juxtapose plusieurs scènes agrestes : la roseraie, le potager, la prairie verger, le bois et le cimetière.;http://www.monuments-nationaux.fr;;;;;labellisee-en-2008;jardin-remarquable;;monument-historique;;;;;;;;;parc-paysager;;;jardin-public;jardin-vivrier;;46.62509699,1.975049973
MHR_24_JR0028;Jardins du manoir du Grand Courtoiseau;Manoir du Grand Courtoiseau;45220;Triguères;Centre-Val de Loire;Loiret;47.94669196;2.960933447;Autour d'un manoir du XVIIIe siècle (ISMH), jardins de plates-bandes de roses anciennes, vivaces, bulbes et arbustes rares, bordées de buis et ceinturées de topiaires d'ifs. Parc, exceptionnelle avenue de vénérables tilleuls, douves paysagères, fontaines, statues et éléments architecturaux anciens.Fragrances et murmures de l'eau accompagneront vos pas.;http://www.grand-courtoiseau.fr/;;;;;labellisee-en-2004;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;;;47.94669196,2.960933447
MHR_24_JR0029;Arboretum de la Martinière;rue du Lavoir;37250;Veigné;Centre-Val de Loire;Indre-et-Loire;47.28671;0.75042;Collections de conifères, d'arbres, d'arbustes et de bambous. Situé dans la vallée de l'Indre, à Veigné, en Touraine sur le site d'une ancienne carrière de sable. Autour de deux étangs, le parc est consacré aux arbres et arbustes. On y trouve également une centaine d'espèces de bambous intégrés harmonieusement dans le site. Adossé à un coteau boisé, les plantes sont groupées en bosquets suivant différents thèmes: mélange d'écorces et de branchages colorés, association de fleurs, de baies ou de feuillages. En été les fleurs de nymphéas s'épanouissent sur les étangs qui à l'automne se couvrent de brumes mouvantes. L'arboretum est un lieu d'acclimatation de nouvelles espèces.;http://arboretumveigne.hautetfort.com/;;;;;labellisee-en-2017;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;47.28671,0.75042
MHR_53_JR0006;Parc du château de Caradeuc;Château de Caradeuc;22830;Plouasne;Bretagne;Côtes-d'Armor;48.29366546;-1.958237886;Vaste parc privé aménagé autour d’un château du 18e siècle et de ses jardins. Tracé sous la Restauration, il est redessiné au tournant des 19e et 20e siècles par le paysagiste Edouard André, et parachevé dans les années 1950 par Jacques de Wailly. Il rassemble tous les éléments caractéristiques du style français : parterres réguliers avec pièces d’eau, boulingrin, salles de verdure, longues allées rectilignes, nombreuses fabriques et statues, etc., et offre un très beau panorama sur la haute vallée de la Rance. (MH – 40 ha).;http://www.caradeuc.com;https://www.facebook.com/ParcDeCaradeuc/;;https://www.instagram.com/parcdecaradeuc/;;labellisee-en-2005;jardin-remarquable;;monument-historique;protection-site;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;;;48.29366546,-1.958237886
MHR_53_JR0007;Jardin du Kestellic;Le Kestellic;22220;Plouguiel;Bretagne;Côtes-d'Armor;48.7994;-3.2261;Jardin privé créé vers 1880 par un ancien navigateur sur un flanc escarpé du Jaudy, et réaménagé continuellement à partir des années 1970. L'exposition du site favorise la croissance d'essences méditerranéennes (chênes liège, chênes verts, arbousiers...) et l'acclimatation de plantes exotiques originaires d'Australie, de Nouvelle-Zélande, de Californie, d'Amérique du Sud et d'Afrique du Sud principalement (MH – 8 ha).;http://www.kestellic.fr;https://www.facebook.com/lejardindukestellic/;;;;labellisee-en-2009;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;;jardin-de-collection;;;;48.7994,-3.2261
MHR_53_JR0008;Jardin de Kerdalo;Kerdalo;22220;Tredarzec;Bretagne;Côtes-d'Armor;48.81805476;-3.247725964;Ancien château fort du XVe siècle avec une tour militaire et des douves en eau. Façade Renaissance bretonne remarquable. Tour carrée avec haute cheminée.;http://www.lesjardinsdekerdalo.com;;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;jardin-de-collection;;;;48.81805476,-3.247725964
MHR_53_JR0010;Parc botanique de Cornouaille;Pont-l'abbé;29120;Combrit;Bretagne;Finistère;47.884075;-4.161805;Parc privé aménagé à l'anglaise, qui abrite une très riche collection de plantes de l'Ouest et du monde entier (Amérique du Sud et du Nord, Afrique du Sud, Australie, Nouvelle-Zélande, Chine, Japon, Laponie, etc.), un vaste jardin aquatique et une collection de minéraux du Massif armoricain et du monde entier (4,5 ha).;http://www.parcbotanique.com;;;;;labellisee-en-2005;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;47.884075,-4.161805
MHR_53_JR0021;Parc du château de Montmarin;Château du Montmarin;35730;Pleurtuit;Bretagne;Ille-et-Vilaine;48.599968;-2.026563;Un jardin classique est établi en 1762 sur les quatre terrasses en bordure de Rance d’une demeure de plaisance construite à cette époque par un armateur malouin. Deux d’entre elles sont conservées et restaurées en 1885, le reste du jardin étant alors réaménagé en parc romantique par un probable collaborateur des frères Bühler. Cet ensemble est complété par une rocaille en 1920 (MH – 6 ha).;http://www.domaine-du-montmarin.com;https://www.facebook.com/DomaineduMontmarin;;https://www.instagram.com/domainedumontmarin/;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;;;48.599968,-2.026563
MHR_01_JR0001;Jardin de Beauvallon;chemin de Beauvallon – Mont Bazin;97100;Basse-Terre;Guadeloupe;Guadeloupe;16.005535;-61.727203;Situé sur les hauteurs de Basse-Terre, le jardin est situé sur les terres de l'ancienne habitation Mont Bazin, attestée dès 1814, à la jonction entre espace urbain et espace naturel. Axé sur l'agrément, il présente environ 450 espèces de plantes et d’arbres des zones tropicales, et une belle collection de palmiers. Grand carbet et un espace d'accueil-boutique.;https://zoom-guadeloupe.fr/visiter-sur-basse-terre/jardin-de-beauvallon;;;;;labellisee-en-2013;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;;;;;16.005535,-61.727203
MHR_01_JR0002;Jardin botanique;Villers;97126;Deshaies;Guadeloupe;Guadeloupe;16.29854643;-61.79879308;"L'ancienne propriété de Coluche a été aménagée en 1998 par Michel Gaillard en jardin botanique, paysager et animalier. 
 Le jardin présente un large éventail de plantes et fleurs tropicales (plus de 1000 espèces) mises en espace à travers 1,5 km d'allées ponctuées d'éléments remarquables (petit parc animalier, pièces d’eau, restaurant panoramique, espaces de jeux).";http://www.jardin-botanique.com;https://www.facebook.com/jardinbotaniquedeshaies/;https://twitter.com/BotaniqueJardin;https://www.instagram.com/jardinbotaniquededeshaies/;;labellisee-en-2006;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;16.29854643,-61.79879308
MHR_01_JR0004;Parc paysager Petit Canal;rue du Parc paysager;97131;Petit Canal;Guadeloupe;Guadeloupe;16.380674;-61.490314;Le parc municipal, conçu comme le conservatoire des espèces indigènes de la Grande-Terre, rassemble plus de 300 espèces de la flore locale sur 3 hectares. L'espace paysager évoque les différents paysages de la zone sèche : savanes, mares, mornes, milieux humides, grotte. Outre la conservation des espèces, le parc poursuit un objectif didactique et culturel. Il possède une case créole, une pépinière, un jardin des plantes médicinales ainsi qu'une plate-forme des énergies renouvelables. Des journées à thèmes et des animations sont proposées tout au long de l'année.;https://www.guadeloupe.fr/activites-sur-terre/parcs-jardins/le-parc-paysager-de-petit-canal/;;;;;labellisee-en-2006;jardin-remarquable;;;;;;;;;;;;;jardin-de-collection;jardin-public;jardin-vivrier;;16.380674,-61.490314
MHR_75_JR0001;Parc arboretum de Neuvic d'Ussel;10 place de la Mairie;19160;Neuvic d'Ussel;Nouvelle-Aquitaine;Corrèze;45.38490879;2.273802459;Label Qualité Hérault;http://www.larboretum-neuvicdussel.com;;;;;labellisee-en-2008;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;45.38490879,2.273802459
MHR_75_JR0011;Jardins du château de Hautefort;Le Bourg;24390;Hautefort;Nouvelle-Aquitaine;Dordogne;45.25968258;1.144890189;Jardin mixte conçu par le comte Choulot au XIXe siècle. Jardin régulier avec parterres sur les terrasses et parc paysager.;http://www.chateau-hautefort.com;https://www.facebook.com/chateauhautefort/;;https://www.instagram.com/chateaudehautefort/;;labellisee-en-2004;jardin-remarquable;;monument-historique;protection-site;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;;;45.25968258,1.144890189
MHR_75_JR0012;Jardin du château de Montréal;Issac;24400;Issac;Nouvelle-Aquitaine;Dordogne;45.0366936;0.34299016;Au pied du château Renaissance, jardins en terrasses conçus par Achille Duchêne au début du XXe siècle, sur les fortifications dominant la vallée.;;;;;;labellisee-en-2004;jardin-remarquable;;;protection-site;;;;;;jardin-prive;;;jardin-regulier;;;;;45.0366936,0.34299016
MHR_75_JR0016;Jardin d’Hélys-oeuvre;domaine des Gissous – route départementale 705;24160;Saint-Médard-d’Excideuil;Nouvelle-Aquitaine;Dordogne;45.34146808;1.077464819;Atelier-jardin de création artistique dans une propriété du XIXe siècle. Interventions et installations dans l'ancien parc historique.;http://www.lejardindhelys-oeuvre.fr;;;;;labellisee-en-2013;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;;;;;45.34146808,1.077464819
MHR_75_JR0022;Parc de Majolan;avenue du Général de Gaulle;33290;Blanquefort;Nouvelle-Aquitaine;Gironde;44.90026776;-0.643901825;Parc romantique du XIXe siècle réalisé par le paysagiste Le Breton. Rocailles, grottes, canyons, fausses ruines, ponts et embarcadère ponctuent un vaste parcours d’eau planté d’une grande variété d’essences.;https://bordeaux-et-vous.com/idees-de-sorties/parc-de-majolan/;;;;;labellisee-en-2010;jardin-remarquable;;monument-historique;protection-site;;;;;;;;parc-paysager;;;jardin-public;;;44.90026776,-0.643901825
MHR_75_JR0026;Jardin de Siaurac;Château Siaurac, Ciorac;33500;Néac;Nouvelle-Aquitaine;Gironde;44.93649136;-0.183506012;Bois percé et parc vallonné XIXe siècle avec serpentine et arbres remarquables.;http://www.siaurac.com;;;;;labellisee-en-2015;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;;;;;44.93649136,-0.183506012
MHR_75_JR0027;Parc Chavat;rue Pierre Vincent;33720;Podensac;Nouvelle-Aquitaine;Gironde;44.656413;-0.359913;Aujourd’hui public, le parc du château Chavat a été créé en 1918 par un industriel éclairé. Jardin mixte en balcon sur la Garonne habité par une importante statuaire, il présente une grande variété végétale et un parcours d’eau inspiré.;;;;;;labellisee-en-2011;jardin-remarquable;;monument-historique;;;;;;;;;parc-paysager;jardin-regulier;jardin-de-collection;jardin-public;;;44.656413,-0.359913
MHR_75_JR0041;Jardins de la Boirie;9 rue Centrale – La Boirie;17310;Saint-Pierre d'Oléron;Nouvelle-Aquitaine;Charente-Maritime;45.94334142;-1.288627759;Ce jardin botanique est situé au cœur de la Boirie, vieux village typique de l'Ile d'Oléron. Les propriétaires des lieux, véritables passionnés vous feront découvrir leur collection de sauges (plus de 150 espèces), les vivaces et les plantes rares qui participent au charme du lieu. Ce jardin remarquablement entretenu, incite à la flânerie et à la rêverie.;http://www.lesjardinsdelaboirie.com;https://www.facebook.com/Lesjardinsdelaboirie;https://twitter.com/JardinsBoirie;;;labellisee-en-2006;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;jardin-de-collection;;;;45.94334142,-1.288627759
MHR_75_JR0044;Jardins de Cistus;Grenouillon;79150;Argentonnay;Nouvelle-Aquitaine;Deux-Sèvres;46.94;-0.49;Créé à partir de 1996 à l'emplacement d'une prairie, ce magnifique jardin proche de la rivière Argenton présente de nombreux conifères, chênes verts, magnolias et essences caduques. Dans une succession d'ambiances différentes, le visiteur découvrira également des arbustes à fleurs (malus, prunus, cornus, halesia, clérodendrons), plusieurs cistes ainsi que des plantes de terre de bruyère. Plusieurs massifs plantés de vivaces aux couleurs harmonieuses agrémentent ce petit coin de paradis.;;;;;;labellisee-en-2015;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;;46.94,-0.49
MHR_75_JR0045;Jardins du Gué;Le Gué de Flais;79390;Lhoumois;Nouvelle-Aquitaine;Deux-Sèvres;46.71091898;-0.145429373;Ce jardin a obtenu le label Jardin Remarquable et le Grand Prix du Concours National des Jardins Potagers de France en 2013. Outre le jardin Gourmand, le visiteur pourra déambuler et découvrir le Jardin des Voyageurs, le Jardin de l’Amour, le Jardin des Succulentes, le Jardin des Arts, le Jardin des Braves pour finir par le Jardin du Temps. Une promenade inoubliable aux bords de la rivière.;https://www.jardinsdugue.eu;;;;;labellisee-en-2013;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;46.71091898,-0.145429373
MHR_75_JR0055;Jardin d'Arsac;Lieu-dit Arsac;19200;Saint-Fréjoux;Nouvelle-Aquitaine;Corrèze;45.54250;2.38862;"Jardin architecturé, de 7 000m2, d’une grande unité reposante. Les treize différentes scènes paysagères se situent de part et d’autre d’un parterre central bordé de buis. On les découvre au fur et à mesure de la promenade qui se termine par un étonnant jardin d’inspiration japonaise. Grâce à une création ""à la main douce"", écologique, sans aucun produit chimique, le jardin commencé il y a plus de 30 ans a conservé un caractère spécifique, celui des Hautes-Terres Corréziennes (720 m. d'altitude). Des éléments familiers prennent valeur de décoration par de délicates mises en scènes poétiques, ludiques, historiques. Jardiniers débutants ou expérimentés, ou simples promeneurs trouvent un intérêt à la visite.";http://jardindarsac.canalblog.com;;;;;labellisee-en-2015;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;;45.5425,2.38862
MHR_75_JR0058;Jardin du Riollet;;17600;Le Chay;Nouvelle-Aquitaine;Charente-Maritime;45.6596;-0.8964;En 1996, sur une surface de 16 500 m², débute la création du jardin du Riollet. Le terrain en pente et orienté Nord-Est offrait des conditions difficiles mais avec de la persévérance et de l'imagination, petit à petit le jardin est conçu. Les arbres, tels que les pins sylvestres, les pins maritimes, les pins parasols, ou encore les érables champêtres et les chênes ont été la première base du jardin. Au fil du temps, des balades et des rencontres, nous avons collecté des graines et des boutures de plantes et aussi grâce aux différents matériaux recyclés, comme le bois, l'osier, le noisetier ou le phragmite nous avons pu dessiner et habiller les massifs de ce jardin d'un style anglais-champêtre.;http://www.jardinduriollet.fr/;https://www.facebook.com/JardinDuRiollet/;;https://www.instagram.com/jardinduriollet/;;labellisee-en-2020;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;jardin-de-collection;;;;45.6596,-0.8964
MHR_75_JR0060;Jardin des Vitailles;Les Vitailles;87500;Saint-Yrieix-la-Perche;Nouvelle-Aquitaine;Haute-Vienne;45.3024;1.1411;Depuis 1985, au lieu-dit Les Vitailles à Saint-Yrieix-la-Perche, Jean-Louis et Annie Reix mettent en musique leur amour de la nature à travers un jardin de plus d'un hectare. C'est un jardin tout en discrétion où la nature est reine. Un jardin peuplé de châtaigniers trois fois centenaires auxquels font face une forêt de douglas de plus de 70 ans. D'arbres à clochettes d'argent ou à mouchoirs, qui ne fleurissent qu'au bout de dix ou douze ans. De magnolias géants, d'érables de toutes sortes, d'azalées ou de fougères primitives. Une symphonies de verts de toutes les nuances, égayés de-ci, de-là, par quelques touches colorées. Ici, chaque végétal s'épanouit en accord avec ses voisins.;http://www.tourisme-saint-yrieix.com/;;;;;labellisee-en-2020;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;;;;;45.3024,1.1411
MHR_75_JR0061;Jardin arboretum de la Sédelle;Villejoint;23160;Crozant;Nouvelle-Aquitaine;Creuse;46.36537842;1.608993486;"La relation toute en douceur des jardins successifs, de cette vallée descendante vers la Sedelle, avec les différents milieux naturels en fait un exemple unique contemporain de paysage jardiné.
  La réutilisation des plantes locales est le facteur dominant";http://www.arboretumsedelle.com;https://www.facebook.com/ArboretumSedelle;;;;labellisee-en-2020;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;46.36537842,1.608993486
MHR_75_JR0063;Jardin de Mireille;Au Fenouil - route de la Gare;47120;Auriac-sur-Dropt;Nouvelle-Aquitaine;Lot-et-Garonne;44.64575;0.24387;Une passionnée de roses anciennes vous accueille dans son jardin où vous pourrez admirer plus de trois cent rosiers anciens, anglais, multiflora, mélangés à un grand nombre de vivaces, iris, hémérocalles, geraniums etc...ainsi que des arbres et arbustes rares. divers seringats, lilas en été les hortentias présentent une belle floraison. Le jardin est un aménagement de massifs mis en valeur par de grands passages engazonnés. Des pergolas où s'entrelacent roses et clématites, autour d'une ancienne ferme.;https://jardin-de-mireille.jimdofree.com/;;;;;labellisee-en-2020;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;jardin-de-collection;;;;44.64575,0.24387
MHR_75_JR0064;Les Roches blanches;Les Roches blanches;79140;Le Pin;Nouvelle-Aquitaine;Deux-Sèvres;46.95780377;-0.65118117;Le domaine des Roches Blanches est un parc du 19e siècle et propose sur plus de 60 hectares une grande diversité d'ambiances et de paysages. C'est un lieu de nature préservée où les étangs, les prairies et les arbres centenaires aux essences variées se côtoient avec harmonie. Générations après générations le domaine poursuit son évolution en alliant préservation du patrimoine et développement durable.;https://www.domainedesrochesblanches.fr/;https://www.facebook.com/DomainedesRochesBlanches;;;;labellisee-en-2020;jardin-remarquable;;;protection-site;;;;;;jardin-prive;;parc-paysager;;;;;;46.95780377,-0.65118117
MHR_93_JR0001;Jardins du prieuré de Salagon;Prieuré de Salagon;04300;Mane;Provence-Alpes-Côte-d'Azur;Alpes-de-Haute-Provence;43.9343061;5.760820359;Labellisé « Musée de France » et « Jardin remarquable », Salagon est un site unique situé à Mane, au cœur de la Haute-Provence et du Luberon. Composé d'un prieuré, classé au titre des monuments historiquse, et de 6 hectares de jardins, le site est à la fois un lieu d’histoire, de culture et de savoirs. Les 1 700 espèces de plantes cultivées dans les 5 jardins à thème illustrent les relations entre la société en Haute-Provence et son environnement végétal. Salagon est un manuel à ciel ouvert à la fois création esthétique, outil pédagogique et lieu de conservation des végétaux et des savoirs.;http://musee-de-salagon.com;https://www.facebook.com/museesalagon;;;https://www.youtube.com/channel/UCGy2PoRyodQ-NW6bM5xo_pA;labellisee-en-2005;jardin-remarquable;;;;tourisme-et-handicap;musee-de-france;;;;;;;;jardin-de-collection;jardin-public;jardin-vivrier;jardin-inspiration-medievale;43.9343061,5.760820359
MHR_93_JR0007;Jardin de la Villa Fort France;237 avenue Saint-Exupéry;06130;Grasse;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.66015499;6.926479563;Jardin en restanques autour de la villa construite vers 1930 par l'écrivain britannique Lady Fortescue. Aujourd'hui, c'est un jardin d'artiste où est présentée une grande variété d'espèces méditerranéennes et exotiques. Une galerie expose les peintures inspirées par le jardin.;http://www.valeriedecourcel.fr;;;;;labellisee-en-2008;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;jardin-de-collection;;;;43.66015499,6.926479563
MHR_93_JR0012;Jardin botanique;78 avenue de la Corniche fleurie;06200;Nice;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.68489483;7.209539786;Ouvert au public en 1991, ce jardin est riche de 3500 espèces méditerranéennes issues de différentes régions du monde (collections nationales d’agaves, sauges). Vue panoramique sur la baie des Anges, les Alpes et l’Esterel.;https://www.nice.fr/fr/parcs-et-jardins/le-jardin-botanique;;;;;labellisee-en-2009;jardin-remarquable;;;;;;;;;;;;;jardin-de-collection;jardin-public;;;43.68489483,7.209539786
MHR_93_JR0025;Parc Olbius Riquier;avenue Ambroise Thomas;83400;Hyères;Provence-Alpes-Côte-d'Azur;Var;43.11071837;6.136373878;Ancienne annexe du Jardin d’Acclimatation de Paris. Jardin d’agrément et botanique, essences exotiques rares, lac, cadre exceptionnel. Zoo (singes verts, daims, chèvres naines, perruches, perroquets ...), serre exotique.;https://www.hyeres-tourisme.com/patrimoine-culturel/parc-olbius-riquier/;;;;;labellisee-en-2008;jardin-remarquable;;;;;;;vpah;;;;;;jardin-de-collection;jardin-public;;;43.11071837,6.136373878
MHR_93_JR0028;Le Plantier de Costebelle;714 avenue de la Font des Horts;83400;Hyères;Provence-Alpes-Côte-d'Azur;Var;43.09705025;6.122667789;Parc d’acclimatation créé en 1857 par la Baronne de Prailly autour de la maison de l’écrivain P. Bourget. Essences exotiques, arboretum, collection botanique, sculptures et fontaine.;https://www.hyeres-tourisme.com/patrimoine-culturel/le-plantier-de-costebelle/;;;;;labellisee-en-2009;jardin-remarquable;;;;;;;vpah;;jardin-prive;;parc-paysager;;jardin-de-collection;;;;43.09705025,6.122667789
MHR_93_JR0031;Domaine du Rayol;avenue des Belges;83820;Le Rayol-Canadel;Provence-Alpes-Côte-d'Azur;Var;43.15641228;6.481818259;"Sur une propriété du Conservatoire du littoral de 20 hectares, jardins évocateurs des paysages méditerranéens du monde, créés par Gilles Clément. 
 Animations tout au long de l’année : ateliers-formations sur la botanique, les usages des plantes, l’aménagement du jardin et le jardinage éco-responsable ; visites guidées thématiques ; activités pour familles avec enfants ; fête à chaque changement de saison ; Fête des Plantes méditerranéennes le 1er week-end d’octobre ; concerts ; expositions temporaires ; sentier marin.";http://www.domainedurayol.org;https://www.facebook.com/domainedurayol;https://twitter.com/DomaineduRayol;https://www.instagram.com/domainedurayol/;;labellisee-en-2005;jardin-remarquable;;monument-historique;protection-site;;;;;;;;parc-paysager;;jardin-de-collection;jardin-public;;;43.15641228,6.481818259
