service;adresse_geographique;telephone;departement;code_commune_insee;voie;code_postal;commune;geocodage_epsg;geocodage_x;geocodage_y;geocodage_x_GPS;geocodage_y_GPS
"Commissariat de police de Luneville";"2 Rue du Colonel Clarenthal$54300 LUNEVILLE";"+33 3 83 76 17 17";"54";"54329";"2 Rue du Colonel Clarenthal";"54300";"LUNEVILLE";"";"";"";"6.49925545";"48.59288568"
"Commissariat de police de Nancy";"38 Boulevard Lobau$54000 NANCY";"+33 3 83 17 27 37";"54";"54395";"38 Boulevard Lobau";"54000";"NANCY";"";"";"";"6.19464481";"48.68771882"
"Commissariat de police de Nancy - Secteur Saint Léon";"3 Rue Saint Léon$54000 NANCY";"+33 3 83 90 75 51";"54";"54395";"3 Rue Saint Léon";"54000";"NANCY";"";"";"";"6.17234272";"48.68952893"
"Commissariat de police de Pont à Mousson";"24 Place Saint Antoine$54700 PONT A MOUSSON";"+33 3 83 80 40 80";"54";"54431";"24 Place Saint Antoine";"54700";"PONT A MOUSSON";"";"";"";"6.0551634";"48.90364134"
"Commissariat de police de Saint-Max";"46 Rue Edgar Quinet$54130 ST MAX";"+33 3 83 20 58 42";"54";"54482";"46 Rue Edgar Quinet";"54130";"ST MAX";"";"";"";"6.20984511";"48.69792756"
"Commissariat de police de Toul";"446 Avenue du Colonel Pechot$54200 TOUL";"+33 3 83 65 17 17";"54";"54528";"446 Avenue du Colonel Pechot";"54200";"TOUL";"";"";"";"5.8874822";"48.67912085"
"Commissariat de police de Vandoeuvre-lès-Nancy";"5 Rue de Parme$54500 VANDOEUVRE LES NANCY";"+33 3 83 56 16 56";"54";"54547";"5 Rue de Parme";"54500";"VANDOEUVRE LES NANCY";"";"";"";"6.17290028";"48.65966078"
"Commissariat de police de Villerupt";"1 Rue Albert Lebrun$54190 VILLERUPT";"+33 3 82 25 93 20";"54";"54580";"1 Rue Albert Lebrun";"54190";"VILLERUPT";"";"";"";"5.93167471";"49.47163295"
"Commissariat de police de Bar le Duc";"59 Rue du bourg$55000 BAR LE DUC";"+33 3 29 79 00 17";"55";"55029";"59 Rue du bourg";"55000";"BAR LE DUC";"";"";"";"5.15729306";"48.7739243"
"Commissariat de police de Bar le Duc - Secteur Sainte Catherine";"4 Boulevard des Ardennes$55000 BAR LE DUC";"+33 3 29 45 05 65";"55";"55029";"4 Boulevard des Ardennes";"55000";"BAR LE DUC";"";"";"";"5.16541093";"48.78056843"
"Commissariat de police de Verdun";"2 Rue Chaussée$55100 VERDUN";"+33 3 29 86 00 17";"55";"55545";"2 Rue Chaussée";"55100";"VERDUN";"";"";"";"5.38605945";"49.16205149"
"Commissariat de police de Lorient";"3 Quai de Rohan$56100 LORIENT";"+33 2 97 78 86 00";"56";"56121";"3 Quai de Rohan";"56100";"LORIENT";"";"";"";"-3.36602737";"47.74680545"
"Commissariat de police de Vannes";"13 Boulevard de la Paix$56000 VANNES";"+33 2 97 68 33 33";"56";"56260";"13 Boulevard de la Paix";"56000";"VANNES";"";"";"";"-2.76138505";"47.66034353"
"Commissariat de police de Forbach";"11 Rue de la gare$57600 FORBACH";"+33 3 87 84 41 00";"57";"57227";"11 Rue de la gare";"57600";"FORBACH";"";"";"";"6.9017596";"49.188874"
"Commissariat de police de Freyming Merlebach";"25 Rue Mangin$57500 ST AVOLD";"+33 3 54 81 30 24";"57";"57606";"25 Rue Mangin";"57500";"ST AVOLD";"";"";"";"6.715096";"49.106552"
"Commissariat de police de Hagondange";"1 Rue Docteur Zamenhof$57300 HAGONDANGE";"+33 3 87 71 45 21";"57";"57283";"1 Rue Docteur Zamenhof";"57300";"HAGONDANGE";"";"";"";"6.16462105";"49.25426536"
"Commissariat de police de Hayange";"29 Rue Clémenceau$57700 HAYANGE";"+33 3 54 48 84 09";"57";"57306";"29 Rue Clémenceau";"57700";"HAYANGE";"";"";"";"6.05792087";"49.3248262"
"Commissariat de police de Metz";"45 Rue Belle Isle$57000 METZ";"+33 3 87 16 17 17";"57";"57463";"45 Rue Belle Isle";"57000";"METZ";"";"";"";"6.17401144";"49.12541985"
"Commissariat de police de Metz - Secteur Centre - Sablons";"83 Rue Saint Pierre$57000 METZ";"+33 3 87 55 92 40";"57";"57463";"83 Rue Saint Pierre";"57000";"METZ";"";"";"";"6.17549366";"49.09996974"
"Commissariat de police de Metz - Secteur Est - Borny";"18 Rue du Maine$57000 METZ";"+33 3 87 75 24 06";"57";"57463";"18 Rue du Maine";"57000";"METZ";"";"";"";"6.22992115";"49.11825317"
"Commissariat de police de Montigny les Metz";"155 Rue de Pont à Mousson$57950 MONTIGNY LES METZ";"+33 3 54 48 83 80";"57";"57480";"155 Rue de Pont à Mousson";"57950";"MONTIGNY LES METZ";"";"";"";"6.15293326";"49.10016348"
"Commissariat de police de Moyeuvre-Grande";"22 Place de la République$57250 MOYEUVRE GRANDE";"+33 3 54 48 84 00";"57";"57491";"22 Place de la République";"57250";"MOYEUVRE GRANDE";"";"";"";"6.041376";"49.247931"
"Commissariat de police de Rombas";"23 Rue Raymond Mondon$57120 ROMBAS";"+33 3 54 48 84 05";"57";"57591";"23 Rue Raymond Mondon";"57120";"ROMBAS";"";"";"";"6.09452357";"49.25296965"
"Commissariat de police de Sarrebourg";"2 Rue de Président Schuman$57400 SARREBOURG";"+33 3 87 03 21 63";"57";"57630";"2 Rue de Président Schuman";"57400";"SARREBOURG";"";"";"";"7.05203983";"48.73253986"
"Commissariat de police de Sarreguemines";"26 Rue Raymond Poincaré$57200 SARREGUEMINES";"+33 3 87 98 42 54";"57";"57631";"26 Rue Raymond Poincaré";"57200";"SARREGUEMINES";"";"";"";"7.071307";"49.10730437"
"Commissariat de police de Thionville";"36 Boulevard Foch$57100 THIONVILLE";"+33 3 82 53 39 80";"57";"57672";"36 Boulevard Foch";"57100";"THIONVILLE";"";"";"";"6.16484736";"49.36123903"
"Commissariat de police de Woippy";"23 Rue du fort Gambetta$57140 WOIPPY";"+33 3 54 48 83 70";"57";"57751";"23 Rue du fort Gambetta";"57140";"WOIPPY";"";"";"";"6.16325625";"49.14863874"
"Commissariat de police de Yutz";"67 Rue du stade$57970 YUTZ";"+33 3 54 48 83 85";"57";"57757";"67 Rue du stade";"57970";"YUTZ";"";"";"";"6.18858744";"49.34584746"
"Commissariat de secteur de Freyming Merlebach";"39 Rue Pasteur$57800 FREYMING MERLEBACH";"+33 3 87 04 47 10";"57";"57240";"39 Rue Pasteur";"57800";"FREYMING MERLEBACH";"";"";"";"6.81402392";"49.1433555"
"Commissariat de police de Nevers";"6 bis Avenue Marceau$58000 NEVERS";"+33 3 86 60 53 00";"58";"58194";"6 bis Avenue Marceau";"58000";"NEVERS";"";"";"";"3.15859025";"46.99188977"
"Commissariat de police d'Aniche";"1 Rue Wambrouck$59580 ANICHE";"+33 3 27 71 53 90";"59";"59008";"1 Rue Wambrouck";"59580";"ANICHE";"";"";"";"3.25202723";"50.33088385"
"Commissariat de police d'Anzin";"10 Square de la République$59410 ANZIN";"+33 3 27 28 08 00";"59";"59014";"10 Square de la République";"59410";"ANZIN";"";"";"";"3.5000833";"50.37164211"
"Commissariat de police d'Armentières";"17 Rue des Chauffours$59280 ARMENTIERES";"+33 3 20 17 23 23";"59";"59017";"17 Rue des Chauffours";"59280";"ARMENTIERES";"";"";"";"2.88657028";"50.68753942"
"Commissariat de police d'Aulnoye-Aymeries";"70 Rue Jean Jacques Rousseau$59620 AULNOYE AYMERIES";"+33 3 27 63 01 10";"59";"59033";"70 Rue Jean Jacques Rousseau";"59620";"AULNOYE AYMERIES";"";"";"";"3.8450455";"50.20116558"
"Commissariat de police d'Escaudain";"66 Rue Jean Jaurès$59124 ESCAUDAIN";"+33 3 27 20 24 14";"59";"59205";"66 Rue Jean Jaurès";"59124";"ESCAUDAIN";"";"";"";"3.3448792";"50.3377957"
"Commissariat de police d'Hazebrouck";"1 Rue du commissariat$59190 HAZEBROUCK";"+33 3 28 50 15 15";"59";"59295";"1 Rue du commissariat";"59190";"HAZEBROUCK";"";"";"";"2.54090778";"50.72149176"
"Commissariat de police d'Onnaing";"24 Place de l'Expansion$59264 ONNAING";"+33 3 27 23 97 35";"59";"59447";"24 Place de l'Expansion";"59264";"ONNAING";"";"";"";"3.60327621";"50.39333838"
"Commissariat de police de Bailleul";"17 Rue du collège$59270 BAILLEUL";"+33 3 28 50 32 10";"59";"59043";"17 Rue du collège";"59270";"BAILLEUL";"";"";"";"2.73108619";"50.73918506"
"Commissariat de police de Cambrai";"1 Rue de Monseigneur Guerry$59400 CAMBRAI";"+33 3 27 72 83 00";"59";"59122";"1 Rue de Monseigneur Guerry";"59400";"CAMBRAI";"";"";"";"3.22643821";"50.17435054"
"Commissariat de police de Condé-sur-l'Escaut";"12 Rue de la cavalerie$59163 CONDE SUR L ESCAUT";"+33 3 27 19 33 70";"59";"59153";"12 Rue de la cavalerie";"59163";"CONDE SUR L ESCAUT";"";"";"";"3.59043404";"50.44911225"
"Commissariat de police de Croix";"93 Rue Jean Jaurès$59170 CROIX";"+33 3 20 66 29 60";"59";"59163";"93 Rue Jean Jaurès";"59170";"CROIX";"";"";"";"3.15290621";"50.67714458"
"Commissariat de police de Denain";"Boulevard du 8 mai 1945$59220 DENAIN";"+33 3 27 38 17 17";"59";"59172";"Boulevard du 8 mai 1945";"59220";"DENAIN";"";"";"";"3.39717727";"50.32296921"
"Commissariat de police de Douai";"150 Rue Saint Sulpice$59500 DOUAI";"+33 3 27 92 38 38";"59";"59178";"150 Rue Saint Sulpice";"59500";"DOUAI";"";"";"";"3.08528283";"50.37649483"
"Commissariat de police de Douchy les Mines";"146 Avenue Maurice Thorez$59282 DOUCHY LES MINES";"+33 3 27 19 13 30";"59";"59179";"146 Avenue Maurice Thorez";"59282";"DOUCHY LES MINES";"";"";"";"3.39543308";"50.30214376"
"Commissariat de police de Dunkerque Agglomération";"60 Quai des Hollandais$59140 DUNKERQUE";"+33 3 28 23 50 50";"59";"59183";"60 Quai des Hollandais";"59140";"DUNKERQUE";"";"";"";"2.37602393";"51.03828569"
"Commissariat de police de Gravelines";"47 Rue Aupick$59820 GRAVELINES";"+33 3 28 23 82 82";"59";"59273";"47 Rue Aupick";"59820";"GRAVELINES";"";"";"";"2.1284321";"50.98617348"
"Commissariat de police de Hem";"38 Rue du Général Leclerc$59510 HEM";"+33 3 59 22 71 30";"59";"59299";"38 Rue du Général Leclerc";"59510";"HEM";"";"";"";"3.18418282";"50.65387525"
"Commissariat de police de Jeumont";"Rue de Lessines$59460 JEUMONT";"+33 3 27 39 95 50";"59";"59324";"Rue de Lessines";"59460";"JEUMONT";"";"";"";"4.09944556";"50.29723589"
"Commissariat de police de La Madeleine";"20 Rue du parc$59110 LA MADELEINE";"+33 3 28 38 82 38";"59";"59368";"20 Rue du parc";"59110";"LA MADELEINE";"";"";"";"3.06779815";"50.65106481"
"Commissariat de police de Lille Agglomération";"19 Rue des Marquillies$59000 LILLE";"+33 3 62 59 80 00";"59";"59350";"19 Rue des Marquillies";"59000";"LILLE";"";"";"";"3.05025387";"50.6151069"
"Commissariat de police de Lomme";"Rue de l'hôtel de Ville$59000 LILLE";"+33 3 20 00 16 60";"59";"59350";"Rue de l'hôtel de Ville";"59000";"LILLE";"";"";"";"3.01176776";"50.6398107"
"Commissariat de police de Lourches";"91 Rue Emile Zola$59156 LOURCHES";"+33 3 27 19 31 20";"59";"59361";"91 Rue Emile Zola";"59156";"LOURCHES";"";"";"";"3.35382873";"50.31453848"
"Commissariat de police de Marcq-en-Baroeul";"89 Rue Raymond Derain$59700 MARCQ EN BAROEUL";"+33 3 20 66 20 00";"59";"59378";"89 Rue Raymond Derain";"59700";"MARCQ EN BAROEUL";"";"";"";"3.09218771";"50.67299202"
"Commissariat de police de Marly";"76 Avenue Henri Barbusse$59770 MARLY";"+33 3 27 45 65 45";"59";"59383";"76 Avenue Henri Barbusse";"59770";"MARLY";"";"";"";"3.54078174";"50.35106905"
"Commissariat de police de Maubeuge Agglomération";"Place du Docteur Pierre Forest$59600 MAUBEUGE";"+33 3 27 69 17 17";"59";"59392";"Place du Docteur Pierre Forest";"59600";"MAUBEUGE";"";"";"";"3.96736125";"50.27978531"
"Commissariat de police de Raismes";"34 Grande Place$59590 RAISMES";"+33 3 27 36 56 70";"59";"59491";"34 Grande Place";"59590";"RAISMES";"";"";"";"3.48195867";"50.39115949"
"Commissariat de police de Roubaix";"72 Boulevard de Belfort$59100 ROUBAIX";"+33 3 20 81 35 35";"59";"59512";"72 Boulevard de Belfort";"59100";"ROUBAIX";"";"";"";"3.18611838";"50.6901015"
"Commissariat de police de Roubaix - Secteur Nord";"18 bis Rue du Tourcoing$59100 ROUBAIX";"+33 3 20 28 42 65";"59";"59512";"18 bis Rue du Tourcoing";"59100";"ROUBAIX";"";"";"";"3.17358092";"50.7003946"
"Commissariat de police de Roubaix - Secteur Sud";"54 Rue Dupuy de Lôme$59100 ROUBAIX";"+33 3 20 20 97 50";"59";"59512";"54 Rue Dupuy de Lôme";"59100";"ROUBAIX";"";"";"";"3.18279663";"50.68184889"
"Commissariat de police de Saint-Amand-les-Eaux";"57 Grande Place$59230 ST AMAND LES EAUX";"+33 3 27 48 37 40";"59";"59526";"57 Grande Place";"59230";"ST AMAND LES EAUX";"";"";"";"3.42795296";"50.44956316"
"Commissariat de police de Somain";"6 Rue Léon Gambetta$59490 SOMAIN";"+33 3 27 86 91 70";"59";"59574";"6 Rue Léon Gambetta";"59490";"SOMAIN";"";"";"";"3.28193664";"50.35888337"
"Commissariat de police de Tourcoing";"49 Rue fin de la guerre$59200 TOURCOING";"+33 3 20 69 27 27";"59";"59599";"49 Rue fin de la guerre";"59200";"TOURCOING";"";"";"";"3.14957153";"50.72719098"
"Commissariat de police de Valenciennes Agglomération";"Avenue des dentellières$59300 VALENCIENNES";"+33 3 27 28 28 28";"59";"59606";"Avenue des dentellières";"59300";"VALENCIENNES";"";"";"";"3.52176241";"50.35723761"
"Commissariat de police de Villeneuve-d'Ascq";"Place Van Gogh$59491 VILLENEUVE D ASCQ";"+33 3 20 19 16 66";"59";"59009";"Place Van Gogh";"59491";"VILLENEUVE D ASCQ";"";"";"";"3.13253518";"50.61926686"
"Commissariat de police de Wallers";"10 Place Jean Jacques Rousseau$59135 WALLERS";"+33 3 27 09 02 40";"59";"59632";"10 Place Jean Jacques Rousseau";"59135";"WALLERS";"";"";"";"3.38962157";"50.37337033"
"Commissariat de police de Wasquehal";"22 Rue Francisco Ferrer$59290 WASQUEHAL";"+33 3 20 81 84 30";"59";"59646";"22 Rue Francisco Ferrer";"59290";"WASQUEHAL";"";"";"";"3.12769983";"50.66937268"
"Commissariat de police de Wattignies";"1 Rue du Docteur LaEnnec$59139 WATTIGNIES";"+33 3 20 62 99 88";"59";"59648";"1 Rue du Docteur LaEnnec";"59139";"WATTIGNIES";"";"";"";"3.04566547";"50.58934166"
"Commissariat de police de Wattrelos";"21 Rue Saint Joseph$59150 WATTRELOS";"+33 3 20 20 98 00";"59";"59650";"21 Rue Saint Joseph";"59150";"WATTRELOS";"";"";"";"3.21761208";"50.70170206"
"Commissariat de police de Beauvais";"135 Rue des déportés$60000 BEAUVAIS";"+33 3 44 89 80 00";"60";"60057";"135 Rue des déportés";"60000";"BEAUVAIS";"";"";"";"2.07227459";"49.42442619"
"Commissariat de police de Compiègne";"41 Rue Saint Germain$60200 COMPIEGNE";"+33 3 44 36 37 37";"60";"60159";"41 Rue Saint Germain";"60200";"COMPIEGNE";"";"";"";"2.81084771";"49.40862365"
"Commissariat de police de Creil";"8 Rue Jules Michelet$60100 CREIL";"+33 3 44 61 17 17";"60";"60175";"8 Rue Jules Michelet";"60100";"CREIL";"";"";"";"2.47588979";"49.26132933"
"Commissariat de police d'Alençon";"62 Place Bonet$61000 ALENCON";"+33 2 33 82 10 10";"61";"61001";"62 Place Bonet";"61000";"ALENCON";"";"";"";"0.09280313";"48.43231014"
"Commissariat de police d'Argentan";"35 Rue Saint Martin$61200 ARGENTAN";"+33 2 33 12 14 60";"61";"61006";"35 Rue Saint Martin";"61200";"ARGENTAN";"";"";"";"-0.02285741";"48.74642925"
"Commissariat de police de Flers";"2 Rue Paul Bert$61100 FLERS";"+33 2 33 62 30 30";"61";"61169";"2 Rue Paul Bert";"61100";"FLERS";"";"";"";"-0.56332344";"48.75144558"
"Commissariat de police Subdivisionnaire de Carvin";"1 bis Rue Pasteur$62220 CARVIN";"+33 3 21 79 75 10";"62";"62215";"1 bis Rue Pasteur";"62220";"CARVIN";"";"";"";"2.95535702";"50.48964777"
"Commissariat de police Subdivisionnaire de Hénin-Beaumont";"90 Avenue des fusillés$62110 HENIN BEAUMONT";"+33 3 21 13 76 20";"62";"62427";"90 Avenue des fusillés";"62110";"HENIN BEAUMONT";"";"";"";"2.95732132";"50.42134154"
"Commissariat de police Subdivisionnaire de Liévin";"Rue François Courtin$62800 LIEVIN";"+33 3 21 44 51 51";"62";"62510";"Rue François Courtin";"62800";"LIEVIN";"";"";"";"2.77729529";"50.42338363"
"Commissariat de police d'Arras";"18 Boulevard de la Liberté$62000 ARRAS";"+33 3 21 24 50 17";"62";"62041";"18 Boulevard de la Liberté";"62000";"ARRAS";"";"";"";"2.76453267";"50.29707471"
"Commissariat de police d'Auchel";"Rue du Docteur Laennec$62260 AUCHEL";"+33 3 21 61 86 17";"62";"62048";"Rue du Docteur Laennec";"62260";"AUCHEL";"";"";"";"2.47605207";"50.50189325"
"Commissariat de police d'Auchy-les-Mines";"Rue Simone de Beauvoir$62138 AUCHY LES MINES";"+33 3 91 82 64 90";"62";"62051";"Rue Simone de Beauvoir";"62138";"AUCHY LES MINES";"";"";"";"2.79706842";"50.52220602"
"Commissariat de police d'Avion";"2 Rue de la cité Saint Antoine$62210 AVION";"+33 3 21 14 23 17";"62";"62065";"2 Rue de la cité Saint Antoine";"62210";"AVION";"";"";"";"2.82983928";"50.41591057"
"Commissariat de police d'Outreau";"Esplanade Ramsès - Résidence Cézanne$4 bis Rue Georges Braque$62230 OUTREAU";"+33 3 61 31 34 06";"62";"62643";"Esplanade Ramsès - Résidence Cézanne - 4 bis Rue Georges Braque";"62230";"OUTREAU";"";"";"";"1.58296855";"50.70743709"
"Commissariat de police de Berck sur Mer";"1 Rond point du cottage des dunes$62600 BERCK";"+33 3 21 09 84 17";"62";"62108";"1 Rond point du cottage des dunes";"62600";"BERCK";"";"";"";"1.56594118";"50.402797"
"Commissariat de police de Boulogne-sur-Mer";"9 Rue Perrochel$62200 BOULOGNE SUR MER";"+33 3 21 99 48 48";"62";"62160";"9 Rue Perrochel";"62200";"BOULOGNE SUR MER";"";"";"";"1.60634931";"50.72076328"
"Commissariat de police de Boulogne-sur-Mer - Secteur Beaurepaire";"312 Rue du chemin vert$62200 BOULOGNE SUR MER";"+33 3 61 31 34 10";"62";"62160";"312 Rue du chemin vert";"62200";"BOULOGNE SUR MER";"";"";"";"1.60669155";"50.73474036"
"Commissariat de police de Bruay la Buissière";"137 Rue du Commandant Lherminier$62700 BRUAY LA BUISSIERE";"+33 3 21 64 53 20";"62";"62178";"137 Rue du Commandant Lherminier";"62700";"BRUAY LA BUISSIERE";"";"";"";"2.54541069";"50.48265483"
"Commissariat de police de Béthune";"Rue Gaston Deferre$62400 BETHUNE";"+33 3 21 54 77 77";"62";"62119";"Rue Gaston Deferre";"62400";"BETHUNE";"";"";"";"2.63587564";"50.52943764"
"Commissariat de police de Calais";"15 Place de la Lorraine$62100 CALAIS";"+33 3 21 19 13 17";"62";"62193";"15 Place de la Lorraine";"62100";"CALAIS";"";"";"";"1.85543313";"50.95762391"
"Commissariat de police de Lens";"2 Rue Louis Delluc$62300 LENS";"+33 3 21 13 50 00";"62";"62498";"2 Rue Louis Delluc";"62300";"LENS";"";"";"";"2.84293401";"50.43143718"
"Commissariat de police de Marles les Mines";"13 Rue Paul Vaillant Couturier$62540 MARLES LES MINES";"+33 3 91 80 07 50";"62";"62555";"13 Rue Paul Vaillant Couturier";"62540";"MARLES LES MINES";"";"";"";"2.51427669";"50.50748916"
"Commissariat de police de Noeux-les-Mines";"7 Rue Victor Hugo$62620 BARLIN";"+33 3 91 82 64 20";"62";"62083";"7 Rue Victor Hugo";"62620";"BARLIN";"";"";"";"2.6180423";"50.45705897"
"Commissariat de police de Saint Omer";"18 Rue des pipiers$62500 ST OMER";"+33 3 21 11 51 51";"62";"62765";"18 Rue des pipiers";"62500";"ST OMER";"";"";"";"2.26181181";"50.74883274"
"Commissariat de police de le Touquet Paris Plage";"Rue Pierre Charles North$62520 LE TOUQUET PARIS PLAGE";"+33 3 21 90 81 33";"62";"62826";"Rue Pierre Charles North";"62520";"LE TOUQUET PARIS PLAGE";"";"";"";"1.59406985";"50.51937971"
"Commissariat de police de Chamalières";"Place Sully$63400 CHAMALIERES";"+33 4 73 37 45 21";"63";"63075";"Place Sully";"63400";"CHAMALIERES";"";"";"";"3.06795003";"45.77655761"
"Commissariat de police de Clermont-Ferrand";"106 Avenue de la République$63000 CLERMONT FERRAND";"+33 4 63 05 22 22";"63";"63113";"106 Avenue de la République";"63000";"CLERMONT FERRAND";"";"";"";"3.10748172";"45.78847644"
"Commissariat de police de Clermont-Ferrand - Secteur Jaude";"18 Boulevard Desaix$63000 CLERMONT FERRAND";"+33 4 73 98 61 17";"63";"63113";"18 Boulevard Desaix";"63000";"CLERMONT FERRAND";"";"";"";"3.08330231";"45.77733632"
"Commissariat de police de Clermont-Ferrand - Secteur Saint Jacques";"23 Rue des Liondards$63000 CLERMONT FERRAND";"+33 4 73 15 35 95";"63";"63113";"23 Rue des Liondards";"63000";"CLERMONT FERRAND";"";"";"";"3.09381674";"45.76529624"
"Commissariat de police de Cournon d'Auvergne";"26 ter Avenue de Lempdes$63800 COURNON D AUVERGNE";"+33 4 73 77 52 70";"63";"63124";"26 ter Avenue de Lempdes";"63800";"COURNON D AUVERGNE";"";"";"";"3.20077435";"45.74285031"
"Commissariat de police de Gerzat";"5 Rue Anatole France$63360 GERZAT";"+33 4 73 74 80 00";"63";"63164";"5 Rue Anatole France";"63360";"GERZAT";"";"";"";"3.15557668";"45.82822857"
"Commissariat de police de Riom";"20 Avenue Virlogeux$63200 RIOM";"+33 4 73 33 43 63";"63";"63300";"20 Avenue Virlogeux";"63200";"RIOM";"";"";"";"3.11983763";"45.89011934"
"Commissariat de police Subdivisionnaire d'Hendaye";"5 Rue Joiliot Curie$64700 HENDAYE";"+33 5 59 51 40 40";"64";"64260";"5 Rue Joiliot Curie";"64700";"HENDAYE";"";"";"";"-1.78235302";"43.35076509"
"Commissariat de police de Bayonne";"6 Avenue de Marhum$64100 BAYONNE";"+33 5 59 46 22 22";"64";"64102";"6 Avenue de Marhum";"64100";"BAYONNE";"";"";"";"-1.48310976";"43.49026861"
"Commissariat de police de Biarritz";"Avenue Joseph Petit$64200 BIARRITZ";"+33 5 59 01 22 22";"64";"64122";"Avenue Joseph Petit";"64200";"BIARRITZ";"";"";"";"-1.55795661";"43.48288414"
"Commissariat de police de Pau";"5 Rue O'Quin$64000 PAU";"+33 5 59 98 22 22";"64";"64445";"5 Rue O'Quin";"64000";"PAU";"";"";"";"-0.37101718";"43.30117328"
"Commissariat de police de Saint Jean de Luz";"15 Avenue André Ithurralde$64500 ST JEAN DE LUZ";"+33 5 59 51 22 22";"64";"64483";"15 Avenue André Ithurralde";"64500";"ST JEAN DE LUZ";"";"";"";"-1.65457612";"43.39186149"
"Commissariat de police de Lourdes";"7 Rue du Baron Duprat$65100 LOURDES";"+33 5 81 75 24 50";"65";"65286";"7 Rue du Baron Duprat";"65100";"LOURDES";"";"";"";"-0.04742068";"43.09632502"
"Commissariat de police de Tarbes";"21 Rue Georges Clémenceau$65000 TARBES";"+33 5 81 75 23 00";"65";"65440";"21 Rue Georges Clémenceau";"65000";"TARBES";"";"";"";"0.07620082";"43.23360066"
"Commissariat de police de Perpignan";"33 Avenue de la Grande Bretagne$66000 PERPIGNAN";"+33 4 68 35 70 00";"66";"66136";"33 Avenue de la Grande Bretagne";"66000";"PERPIGNAN";"";"";"";"2.88269506";"42.6994031"
"Commissariat de police de Perpignan - Secteur Centre";"44 Rue Llucia$66000 PERPIGNAN";"+33 4 68 66 42 30";"66";"66136";"44 Rue Llucia";"66000";"PERPIGNAN";"";"";"";"2.90203619";"42.69703646"
"Commissariat de police de Perpignan - Secteur Nord";"51 Avenue du Boules$66000 PERPIGNAN";"+33 4 68 52 92 40";"66";"66136";"51 Avenue du Boules";"66000";"PERPIGNAN";"";"";"";"2.88018597";"42.70498343"
"Commissariat de police de Perpignan - Secteur Sud";"1 Boulevard Foment de la Sardane$66000 PERPIGNAN";"+33 4 68 50 27 41";"66";"66136";"1 Boulevard Foment de la Sardane";"66000";"PERPIGNAN";"";"";"";"2.88749874";"42.69812936"
"Commissariat de police d'Ostwald";"Hôtel de ville$3 Rue Albert Gerig$67540 OSTWALD";"+33 3 69 73 87 70";"67";"67365";"Hôtel de ville - 3 Rue Albert Gerig";"67540";"OSTWALD";"";"";"";"7.71313471";"48.55180919"
"Commissariat de police de Bischheim";"34 Avenue de Périgueux$67800 BISCHHEIM";"+33 3 69 73 88 20";"67";"67043";"34 Avenue de Périgueux";"67800";"BISCHHEIM";"";"";"";"7.74739199";"48.61429426"
"Commissariat de police de Haguenau";"4 Rue des dominicains$67500 HAGUENAU";"+33 3 88 05 21 00";"67";"67180";"4 Rue des dominicains";"67500";"HAGUENAU";"";"";"";"7.79293288";"48.81550439"
"Commissariat de police de Hoenheim";"2 Rue du chêne$67800 HOENHEIM";"+33 3 69 73 88 30";"67";"67204";"2 Rue du chêne";"67800";"HOENHEIM";"";"";"";"7.7610293";"48.62605493"
"Commissariat de police de Illkirch-Graffenstaden";"2 Rue des sœurs$67400 ILLKIRCH GRAFFENSTADEN";"+33 3 69 73 87 50";"67";"67218";"2 Rue des sœurs";"67400";"ILLKIRCH GRAFFENSTADEN";"";"";"";"7.71090317";"48.52838305"
"Commissariat de police de Lingolsheim";"28 Avenue Schuman$67380 LINGOLSHEIM";"+33 3 69 73 87 60";"67";"67267";"28 Avenue Schuman";"67380";"LINGOLSHEIM";"";"";"";"7.69267548";"48.55628591"
"Commissariat de police de Schiltigheim";"110 Route de Bischwiller$67300 SCHILTIGHEIM";"+33 3 69 73 88 00";"67";"67447";"110 Route de Bischwiller";"67300";"SCHILTIGHEIM";"";"";"";"7.74863477";"48.60592894"
"Commissariat de police de Selestat";"8 Avenue du Général de Gaulle$67600 SELESTAT";"+33 3 90 57 77 20";"67";"67462";"8 Avenue du Général de Gaulle";"67600";"SELESTAT";"";"";"";"7.43949037";"48.26413059"
"Commissariat de police de Strasbourg";"34 Route de l'hôpital$67000 STRASBOURG";"+33 3 90 23 17 17";"67";"67482";"34 Route de l'hôpital";"67000";"STRASBOURG";"";"";"";"7.75024735";"48.5726915"
"Commissariat de police de Strasbourg - Secteur Cronenbourg";"21 Rue Lavoisier$67000 STRASBOURG";"+33 3 90 20 16 75";"67";"67482";"21 Rue Lavoisier";"67000";"STRASBOURG";"";"";"";"7.71808065";"48.6034924"
"Commissariat de police de Strasbourg - Secteur Hautepierre";"33 Boulevard Victor Hugo$67000 STRASBOURG";"+33 3 69 73 88 40";"67";"67482";"33 Boulevard Victor Hugo";"67000";"STRASBOURG";"";"";"";"7.70155259";"48.59371236"
"Commissariat de police de Strasbourg - Secteur Koenigshoffen";"4 Rue des comtes$67000 STRASBOURG";"+33 3 69 73 88 60";"67";"67482";"4 Rue des comtes";"67000";"STRASBOURG";"";"";"";"7.71563702";"48.57960515"
"Commissariat de police de Strasbourg - Secteur Neudorf";"33 Rue de Sélestat$67000 STRASBOURG";"+33 3 69 73 87 20";"67";"67482";"33 Rue de Sélestat";"67000";"STRASBOURG";"";"";"";"7.76299515";"48.56579135"
